Description,Title,Department,Manager
402170,Shift Technician - Mech. Maint.,HSM Maintenance - Mechanical Maintenance,402097
402172,Asst. Manager HSM Maintenance,HSM Maint.,402322
402173,Crane Operator II (Finished),Rolling Mills - Material Handling,400293
402174,Health & Saftety Inspector Ph1 & Ph2,Health & Safety,402755
402176,Mould & Segment Shop Leader,Steel Making Plant 2,409997
402177,Sr. Credit Control Officer - HSM,Credit and Collection,400337
402178,Health & Safety Supervisor Ph 1,Health & Safety,402755
402182,Senior Technician - Day Shift Mech. Main,HSM Maintenance - Mechanical Maintenance,400727
402183,Ladle Repairman,SMP2 Refractory,401491
402184,Environment Engineer,Quality Assurance,400702
402185,Overhead Crane Operator,Dispatch Section,400967
402186,Draftsman,Engineering Design,402821
402187,Process Engineer HSM,Heavy Section Mill,402322
402188,Mould Repairman,SMP2 CCM,401450
402189,Payable Accountant,Finance & Costing,400370
402190,Receivables Officer - R&W,Credit and Collection,400337
402191,Casting Operator,SMP2 CCM,401450
402193,Head of SMP 1 Maint.,SMP 1 and 1&2 Maintenance,400451
402194,Quality Control Inspector Ph1,"Inspection and Testing RM1,2 & 3",402484
402195,"Head of Risk, Compliance and Int. Audit",Internal Audit,400283
402196,Sr. HC & Performance Excellence Analyst,Strategy & Development,402518
402198,Sr. Dispatch Controller,Dispatch Section,400967
402200,Project Cordinator,Projects,400448
402201,Notching Operator,Rolling Mills - Roll Shop,409998
402203,Vendor Registration  Analyst.,Performance Excellence,402660
402204,Brick Layer,SMP2 Refractory,401783
402206,Shipping & Logistics Coordinator,Shipping & Logistics,402738
402208,RSM Build up,HSM Operation - Finishing Process,400178
402209,RSM Build up,HSM Operation - Finishing Process,400178
402212,Casting Operator,SMP1 CCM (Continues Casting Machine),401051
402213,Mechanical Test House Technician Ph2,Inspection and Testing RM 4&5,400149
402214,Senior Casting Operator,SMP2 CCM,401450
402218,Shift Controller Byproduct & Waste Mgmt.,Material Handling,401363
402219,Category Buyer - Services,Services & Industrial Services,402240
402220,Condition Monitoring Technician,Condition Monitoring,400380
402222,Quality Control Inspector Ph 2,Inspection and Testing RM 4&5,400149
402223,Ladle Repairman,SMP2 Refractory,401491
402224,Sr. Dispatch Controller,Dispatch Section,400967
402226,Iron Works Technician,Workshop,400533
402227,Electrical Planner,HSM Maintenance - Planning,401499
402228,Mould Repairman,SMP2 CCM,401450
402230,RM2 & 3 Shift  Maintenance Technician,"RM 1,2 & 3 / RM1, 2 & 3 Mechanical",600084
402231,Crane Mechanical Technician - Ph 1,Cranes - Mechanical,401020
402233,Shift Brick Layer,Refractory & Material Handling,400345
402235,Iron Works Technician,Workshop,400533
402236,Finishing Technician,Workshop,400749
402237,Dispatch Planners - Rebars & Wire Rods,Shipping & Logistics,401441
402238,Shift Electrical Technician,RM 4 Electrical & Automation,400493
402239,System Operator,Security,400334
402240,Strategic Procur. Mgr - Serv. & Indi Ser,Services & Industrial Services,400419
402241,Technical Assistant,Electrical & Automation Maintenance,400455
402244,MH Maintenance Technician,Cranes - Mechanical,401510
402245,Crane Electrical  Supervisor - HSM,Cranes - Electrical,400791
402246,Cold Saw Operator,HSM Operation - Production,402146
402247,Gag Press/Cold Saw Operator,HSM Operation - Finishing Process,402074
402248,Iron Works Technician,Workshop,400533
402249,Quality Control Inspector Ph 2,Inspection and Testing RM 4&5,400149
402251,Contracts Manager,Sales,400325
402252,MH SMP Shift Supervisor,"SMP Conveyor, Scrap & Slagplant",402472
402254,Dispatch Controller,Dispatch Section,400967
402255,Condition Monitoring Engineer,Condition Monitoring,400380
402256,MSS Shift Sr Electrical Technician Ph.2,Main Sub Station,400807
402257,Receivables Officer - R&W,Credit and Collection,400337
402258,Dispatch Officer - HSM,Shipping & Logistics,401441
402259,Senior Sales Officer,Sales - Rebars and Wire Rod,402251
402260,Roll Pass Specialist,Heavy Section Mill,402322
402261,Overhead Crane Operator,Dispatch Section,400967
402262,Dispatch Controller,Dispatch Section,400967
402263,Crane Operator,HSM Operation - Production,402069
402265,Process Engineer - DRP3,EISC - Direct Reduction Plant,401612
402266,Melter - EISC,SMP1 EAF/LF,401675
402269,Senior Technician - Shift Mech. Maint.,HSM Maintenance - Mechanical Maintenance,402097
402272,Shift Supervisor E&AM,HSM Maintenance - Electrical &Automation,400536
402273,Shift Supervisor E&AM,HSM Maintenance - Electrical &Automation,400536
402274,Sr. Dispatch Controller,Dispatch Section,400967
402275,Mill Crane Operator,HSM Operation - Production,402121
402276,Day Shift SMP Maint. Technician,SMP 2 Maintenance,401626
402277,Shift SMP Maint. Technician,SMP 2 Maintenance,401626
402278,Cold Saw Operator,HSM Operation - Production,402160
402279,System Analyst,Information Technology,401107
402280,MSS DS Sr Electrical Tech Ph 2,OP / E&AM / Main Sub Station,400720
402282,Finishing Technician,Workshop,400749
402284,RSM Operator,HSM Operation - Production,402069
402285,Day Shift SMP Maint. Technician,SMP 1 and 1&2 Maintenance,401383
402286,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402287,Crane Operator,HSM Operation - Production,400218
402289,Security Officer,Security,400334
402292,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402293,Day Shift Electrical Tech.,OP / E&AM / CES & Workshop,401250
402294,Day Shift Elect Technician-RM Prep,"RM 1,2 & 3 / RM1, 2 & 3 Electrical",402056
402295,Shift Technician E&AM,HSM Maintenance - Electrical &Automation,400500
402296,Shift Technician E&AM,HSM Maintenance - Electrical &Automation,400536
402297,Day Shift  Electrical Tech. - MSS & CES,SMP Electrical & Automation,600361
402299,Finishing Assistant,"RM1,2,3 & 5 / Rolling Mill (2)",400554
402300,Dispatch Planners - Rebars & Wire Rods,Shipping & Logistics,401441
402301,SMP Shift Electrical Technician,SMP Electrical & Automation,600361
402302,Day Shift SMP  Electrical Technician,SMP Electrical & Automation,600361
402303,Asst. Shift SMP Maintenance Technician,SMP 2 Maintenance,0
402304,MH SMP Operator,EISC Material Handling,409996
402305,Sr. Dispatch Controller,Dispatch Section,400967
402306,Shift SMP Maint. Technician,SMP 2 Maintenance,401626
402307,Casting Operator,SMP2 CCM,401450
402308,Document Controller,Quality Assurance,400702
402310,Furnace Operator,Rolling Processes,402121
402311,URF Pulpit Operator,Rolling Processes,402069
402312,Day Shift Elect Tech - GE&W,OP / E&AM / CES & Workshop,401250
402314,Machinist,"Inspection and Testing RM1,2 & 3",402484
402315,DRP Laboratory Assistant,Chemical Laboratory,400148
402316,Spare Parts Controller,"Rolling Mills 1,2 ,3 & 5",400141
402321,RM2 & 3 Shift Maintenance Technician,"RM 1,2 & 3 / RM1, 2 & 3 Mechanical",600084
402322,Heavy Section Mill Manager,Heavy Section Mill,402559
402326,Assistant Melter,SMP1 EAF/LF,401511
402329,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402330,Dispatch Controller,Dispatch Section,400967
402331,Sr. Dispatch Controller,Dispatch Section,400967
402333,Asst. Shift SMP Maintenance Tech,SMP 1 and 1&2 Maintenance,400746
402334,Asst. Shift SMP Maintenance Tech,SMP 1 and 1&2 Maintenance,400746
402335,Machinist,"Inspection and Testing RM1,2 & 3",402484
402336,Training Administrator,Strategy & Development,402518
402337,DRP Laboratory Assistant,Chemical Laboratory,400148
402339,Shift DRP Maint. Technician,DRP 2 Maintenance,401218
402342,URF Pulpit Operator,Rolling Processes,402146
402343,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402344,Shift Operator RO2 Plant FW NG,Utility Operation 2,400635
402345,Day MH Shift Technician,MH & Crane Maintenance,0
402347,CCM Pulpit Operator,SMP2 CCM,401450
402348,SAP System Analyst MM/SRM,SAP Competency Group,401445
402349,Gag Press/Cold Saw Operator,HSM Operation - Finishing Process,400334
402350,Casting Operator,SMP2 CCM,401450
402352,Day Shift DRP Maint. Technician,DRP 1 Maint.,401188
402353,RSM Operator,HSM Operation - Production,402146
402354,Furnance Operator,HSM Operation - Production,401014
402356,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402357,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402358,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402359,Shift Brick Layer,SMP1 Refractory,0
402360,Regional Manager - KSA,Sales,400325
402361,Sr.Technician Instrumentation - Day Shft,HSM Maintenance - Electrical &Automation,400536
402363,Casting Operator,SMP2 CCM,401450
402364,Roller Operator,HSM Operation - Production,400218
402365,Mould Repairman,SMP2 CCM,401450
402367,Asst. Shift Electrical Tech.,OP / E&AM / SMP 2,402150
402369,Senior Utility Engineer,P&S / Engineering,400450
402370,Shift Senior Electrical Technician,OP / E&AM / SMP 2,402150
402372,Mould Repairman,SMP2 CCM,401450
402377,Field Operator,Direct Reduction Plant  2,402011
402378,Melter,SMP1 EAF/LF,401511
402379,Document Controller,Quality Assurance,400702
402380,Shift Controller (Semi Finished),SMP2 CCM,401450
402382,Shift Electrical Technician,OP / E&AM / SMP 2,402150
402385,Head Category Management - Spares/Cons.,Materials & Spares/Cons.,401856
402387,Day Shift  Instrumentation Sup. - DRP1,OP / E&AM / DRP 1,401030
402388,Day Shift Instrumentation Technician,OP / E&AM / DRP 2,401964
402389,Shift Senior Electrical Technician,OP / E&AM / DRP 2,401964
402390,Maint. Planner,Maint. Planning,401990
402395,Field Operator,Direct Reduction Plant 1,401680
402397,Ladle Repairman,SMP2 Refractory,401491
402402,Executive - Customer Order Management,Sales - Heavy Sections,0
402405,Process Engineer - DRP 2,Direct Reduction Plant  2,400650
402406,Project Engineer,P&S / Project / DRP & SMP,402409
402407,Loss Prev.& Safety  Supervisor,Health & Safety,402755
402409,Project Manager,Eng. & Commissioning,402846
402411,Maintenance Supervisor Ph 2,Utility Maint.1 & 2,400782
402412,Housing Coordinator,Housing & GS,400334
402413,"Manager- Shipping,Logistics & Warehouse","Inventory, Dispatch &  Warehouse",400419
402415,Transactional  Buyer - Spares/Cons.,Materials & Spares/Cons.,402385
402418,Executive Coordinator,A. Marketing,400325
402419,Sales Officer- Rebars & Wire Rods,Sales - Rebars and Wire Rod,400412
402420,Quality Control Inspector Ph 2,Inspection and Testing RM 4&5,400149
402422,Roller Operator,"RM1,2,3 & 5 / Rolling Mill (2)",400667
402423,Day Shift Supervisor Group1 Operation,Utility & Water Plant,400614
402424,Sales Executive - Rebars & Wire Rods,Sales - Rebars and Wire Rod,400412
402425,Quality Control Inspector Ph 2,Inspection and Testing RM 4&5,400149
402427,Health & Safety Inspector Ph 1 & Ph 2,Health & Safety,402755
402428,Section Head - Planning,SMP2 Planning,400366
402429,Casting Supervisor,SMP1 CCM (Continues Casting Machine),400950
402430,Refractory Supervisor,Refractory & Material Handling,600360
402431,Assistant  Finishing Technician,Workshop,600249
402432,Process Engineer,Steel Making Plant 1,400962
402433,Supervisor Slag Plant,"SMP Conveyor, Scrap & Slagplant",402472
402437,Roll Shop Assistant,Rolling Mills - Roll Shop,600380
402439,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400320
402440,Mill Assistant,Rolling Mills (3),400248
402441,Weighbridge Operator,Weighbridge,400334
402444," RM2,3 Shift E&A Supervisor","OP / E&AM / RM1,2&3",400493
402445,Category Buyer - Spares/Cons.,Materials & Spares/Cons.,402385
402446,Casting Operator,SMP2 CCM,401450
402460,Day Shift Supervisor Group1 Operation,Utility & Water Plant,401493
402462,Manager - Customer Order Management,Sales - Heavy Sections,0
402463,Level 3 Automation Eng. - System Adminis,Heavy Section Mill,402469
402464,Senior Shift Operator ASP2,Utility Operation 2,400659
402465,Sales Officer - HSM,Sales - Heavy Sections,402251
402466,EAF/LF Supervisor,SMP2 EAF / LF,401557
402467,Casting Supervisor,SMP1 CCM (Continues Casting Machine),400950
402469,Head of Level 2 & 3 Automation  - HSM,Heavy Section Mill,402322
402472,"Supervisor SMP , Scrap & Slagplant","SMP Conveyor, Scrap & Slagplant",409996
402473,Production Supervisor,Direct Reduction Plant  2,401071
402474,Store Keeper - H&S,Health & Safety,402755
402475,Shift Operator SMP2/DRP2/WTP,Utility Operation 2,400659
402476,Senior Finisher,HSM Operation - Production,402146
402478,CNC Operator,HSM Roll Shop,402070
402479,DRP Plant Chemist - Phase 1,Chemical Laboratories,400148
402480,Head of Roll Shop,HSM Roll Shop,402322
402481,Senior Roller Operator,HSM Operation - Production,402069
402482,Field Operator,Direct Reduction Plant 1,400935
402483,CNC Operator,HSM Roll Shop,402070
402484,Mettalurgist 1,Technical Services,401568
402486,Overhead Crane Operator,Dispatch Section,400967
402487,Shift Scheduler & Planner,HSM Planning,400500
402488,Maintenance Technician Ph1,Utility Maint.1 & 2,402411
402489,Level 3 Development Engineer – Developer,Heavy Section Mill,402469
402490,Senior Finisher,HSM Operation - Production,400218
402493,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402494,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402495,Dispatch Planner,Dispatch Section,400967
402496,Asst. Melter,SMP1 EAF/LF,401056
402497,Melter,SMP1 EAF/LF,401511
402498,Casting Operator,SMP2 CCM,401450
402499,Recruitment Officer,"Emiratization,Manpower Plan.& Talent Acq",400504
402500,Field Operator,Direct Reduction Plant 1,400893
402501,Aduit Supervisor,Internal Audit,402195
402502,Section Head Hydraulics - HSM,HSM Maintenance - Hydraulics,402172
402503,Feedstock Crane Operator,HSM Operation - Finishing Process,400268
402504,Production Supervisor,EISC - Direct Reduction Plant,401013
402505,Administration Support Coordinator,Administration Support,400376
402507,Field Operator,Direct Reduction Plant  2,401890
402508,Overhead Crane Operator,Dispatch Section,400967
402509,HC Services Officer,Employee Relation& Customer Serv,402938
402510,"RM 2, 3 Shift Senior Elect. Technician","RM 1,2 & 3 / RM1, 2 & 3 Electrical",402056
402511,Media & Communication Officer,Media & Communications,402768
402512,Shift Brick Layer,SMP1 Refractory,400941
402514,Tool Store Workshop Controller,Workshop,400627
402515,Spectro Chemist - Phase 2,Chemical Laboratories,400148
402516,Inventory Controller,Logistics (Warehouse),401460
402517,Shift Brick Layer,SMP1 Refractory,0
402518,Head HC Strategy & Development,Strategy & Development,400376
402519,casting/crane operator,SMP2 CCM,401450
402520,"RM 2,3 Shift Sr Electrical Technician","OP / E&AM / RM1,2&3",402056
402521,CNC Operator,Rolling Mills - Roll Shop,409998
402523,Health & Safety Inspector Ph 1,Health & Safety,402755
402524,Dispatch Planner,Dispatch Section,400967
402526,Shift Brick Layer,SMP1 Refractory,400941
402527,Ladle Repairman,SMP1 Refractory,0
402530,Melter,EAF/LF - CCM,401706
402531,Senior GS Officer,Housing & GS,400334
402535,Legal Advisor,CEO Office,400283
402536,Transactional Buyer - Services,Services & Industrial Services,402240
402539,Weighbridge Operator,Weighbridge,400345
402544,Shift Controller Byproduct & Waste Mgmt.,Material Handling,401363
402545,Day  Finishing Technician,Workshop Maintenance,400749
402547,MH SMP Operator,EISC Material Handling,409996
402548,Head Category Management  - In directs,Services & Industrial Services,402240
402549,"DS RM1,2,3,5 Mechanical Technician","RM 1,2 & 3 / RM1, 2 & 3 Mechanical",600084
402550,Shift Operator RO 1 Plant FW NG,Utility Operation 1,400614
402551,Credit Officer - HSM,Credit and Collection,400337
402552,Market Strategy Analyst,Markets Research & Analysis,401948
402556, EAF/LF Supervisor,SMP2 EAF / LF,401557
402559,Chief Operating Officer,Chief Operating Office (COO),400283
402560,Shift Operator SMP1/DRP1/WTP,Utility Operation 1,401493
402562,HC Relations Officer,Employee Relation& Customer Serv,402938
402564,Roll Shop (1) Supervisor,"RM1,2,3 & 5 / Roll Shop",400961
402566,Legal Officer,CEO Office,402535
402568,Brick Layer,SMP2 Refractory,401783
402577,Head of Rolling Mill (1),Rolling Mill (1),400961
402578,Level 3 Development Engineer – Developer,Heavy Section Mill,402469
402579,Manager Performance Excellence,Performance Excellence,400419
402583,Shift Brick Layer,Refractory & Material Handling,401675
402586,Feedstock Crane Operator,HSM Operation - Finishing Process,402074
402587,Engineer-Inspection and Testing RM5,Inspection and Testing,402484
402591,Casting Operator,EAF/LF - CCM,600094
402594,Quality Control Inspector Ph1,"Inspection and Testing RM1,2 & 3",402484
402595,Shift  E&A Supervisor,OP / E&AM / SMP 2,402428
402596,Field Operator,Direct Reduction Plant 1,400935
402597,Shift SMP Maintenance Technician,SMP 1 and 1&2 Maintenance,400746
402599,Shift SMP Maintenance Technician,SMP 1 and 1&2 Maintenance,401383
402601,Finishing Technician,Workshop,400593
402602,Shift (Machine Shop) Operator,Workshop,401164
402604,CCM Pulpit Operator,SMP1 CCM (Continues Casting Machine),401015
402607,Shift (Machine Shop)Operator,Workshop,401164
402610,Transactional Buyer - Indirects,Services & Industrial Services,402548
402611,Roll Shop Planner,HSM Roll Shop,402070
402612,Maintenance Technician,Utility Maint.1 & 2,402411
402613,Panel Operator,EISC - Direct Reduction Plant,401013
402614,Mail Dispatch Assistant,Housing & GS,400334
402617,Shift (Machine Shop) Operator,Workshop,401164
402619,Hydraulics Supervisor,"Fluids&Hyd. RM,MH,DRP & CH Repair Shop",400664
402626,Maintenance Technician Ph1,Utility Maint.1 & 2,402411
402627,Maintenance Technician,Utility Maint.1 & 2,402707
402629,Maintenance Technician,Utility Maint.1 & 2,402707
402630,Roll & Stand Fitter,Rolling Mills - Roll Shop,402564
402632,"DS RM1,2,3,5 Mechanical Technician","RM 1,2 & 3 / RM1, 2 & 3 Mechanical",600084
402633,Finishing Assistant,"RM1,2,3 & 5 / Rolling Mill (3)",400586
402635,Casting Operator,SMP2 CCM,401450
402636,Shipping & Logistics Coordinator,Shipping & Logistics,402738
402640,SMP Material Handling Operator,"SMP Conveyor, Scrap & Slagplant",401410
402641,Shift DRP Maintenance Supervisor,DRP 1 Maint.,401283
402643,Billet Handler & Controller,EAF/LF - CCM,600094
402644,Field Operator,Direct Reduction Plant  2,401890
402645,Shift Supervisor,Rolling Mills (2),402577
402646,Technical Services 2 Manager,Technical Services,400312
402647,Functional Analyst,Markets Research & Analysis,401948
402648,Sr. Editorial Support,Media & Communications,402768
402649,Senior Category Buyer - Industrial Servi,Services & Industrial Services,402240
402651,Day Shift Electrical Technician,OP / E&AM / Main Sub Station,400807
402652,MH SMP Operator,EISC Material Handling,409996
402654,CCM Pulpit Operator,SMP2 CCM,401450
402655,Melter,SMP1 EAF/LF,401706
402657,Contract Admin. Specialist,Procurement Counsel,400486
402659,Language & Communication Coach,Strategy & Development,402518
402660,Head of Supply Assurance,Performance Excellence,402579
402662,Rolling Mill Assistant,HSM Operation - Production,402322
402665,Shift Technician - Mech. Maint.,HSM Maintenance - Mechanical Maintenance,402160
402666,UFR Pulpit Operator,HSM Operation - Production,402146
402667,Gag Press/Cold Saw Operator,HSM Operation - Finishing Process,400178
402668,Stand & Guide Stand Fitter,HSM Roll Shop,400268
402669,Stand & Guide Stand Fitter,HSM Roll Shop,400268
402670,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402672,Sr. Credit Control Officer - R&W,Credit and Collection,400337
402673,Senior Category Buyer-Spares/Cons.,Materials & Spares/Cons.,402385
402675,Shift Electrical Technician,OP / E&AM / SMP 1,400493
402676,Field Operator,Direct Reduction Plant  2,401890
402677,Field Operator,Direct Reduction Plant  2,401680
402678,Field Operator,Direct Reduction Plant  2,402011
402679,Field Operator,Direct Reduction Plant 1,401272
402681,"RM 2,3 Shift Electrical Technician","OP / E&AM / RM1,2&3",402056
402682,Roll Shop Assistant,"RM1,2,3 & 5 / Roll Shop",402564
402683,Guide Fitter,Rolling Mills - Roll Shop,402564
402684,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400136
402685,Field Operator,Direct Reduction Plant  2,400932
402688,Casting Operator,SMP2 CCM,401450
402689,"RM 2, 3 Shift Senior Elect. Technician","RM 1,2 & 3 / RM1, 2 & 3 Electrical",402056
402690,Events Coordinator,Events & Goverment Relations,402768
402691,Information Security Officer,Information Technology,402754
402692,Ladle Operator,SMP2 CCM,401450
402693,Shift Operator RO 1 Plant FW NG,Utility Operation 1,400614
402694,Day Shift SMP Maint. Technician,SMP 1 and 1&2 Maintenance,400746
402695,Assistant Grinding Operator,HSM Roll Shop,402070
402696,RM2 & 3 Shift Maintenance Technician,"RM 1,2 & 3 / RM1, 2 & 3 Mechanical",600084
402697,Day Shift Roll & Stand Fitter,"RM1,2,3 & 5 / Roll Shop",400150
402702,SMP Material Handling Operator,"SMP Conveyor, Scrap & Slagplant",401410
402703,MSS Shift Sr Electrical Technician,OP / E&AM / Main Sub Station,400807
402704,Panel Operator,Direct Reduction Plant  2,400932
402705,Field Operator,Direct Reduction Plant  2,401272
402706,Condition Monitoring Technician,Condition Monitoring,400380
402707,Maintenance Supervisor Ph1,Utility Maint.1 & 2,400782
402708,MSS Electrical Engineer,OP / E&AM / Main Sub Station,400807
402710,Dispatch Planners - HSM,Shipping & Logistics,401441
402711,Dispatch Planners - Rebars & Wire Rods,Shipping & Logistics,401441
402712,Receivables Officer - HSM,Credit and Collection,400337
402713,Asst. Manager - Heavy Section Mill,HSM Operation,402322
402714,Casting Operator,SMP1 CCM (Continues Casting Machine),402429
402715,Field Operator,Direct Reduction Plant  2,400932
402716,Shift Brick Layer,SMP1 Refractory,400963
402717,Shift SMP Technician,SMP Maintenance,600249
402718,Melter,EAF/LF - CCM,400943
402719,Casting Operator,EAF/LF - CCM,600094
402720,Melter,EAF/LF - CCM,600094
402725,Asst.Roll & Stand Fitter,HSM Roll Shop,402070
402726,Asst.Roll&Stand Fitter,"Rolling Mills 1,2 ,3 & 5",402564
402727,Asst. Roll & Stand Fitter,HSM Roll Shop,402070
402728,Asst. Shift Ctl  (Finid.),"Rolling Mills 1,2 ,3 & 5",402564
402729,Hooper Operator,DRP1&2 Material Handling,401628
402733,Document Controller - EPC/Projects,Sales - Heavy Sections,0
402734,Sales Officer - HSM,Sales - Heavy Sections,401661
402735,Sales Officer - HSM,Sales - Heavy Sections,402251
402736,Pricing Desk Administrator,Sales - Heavy Sections,400325
402737,Brick Layer,SMP2 Refractory,401783
402738,Head of  Shipping & Logistics,Shipping & Logistics,400419
402739,Dispatch Planners - Rebars & Wire Rods,Shipping & Logistics,401441
402740,Sales Officer - HSM,Sales - Heavy Sections,402251
402741,Mechanical Test House Technician Ph2,Inspection and Testing RM 4&5,400149
402743,Shift DRP Maint. Technician,DRP 2 Maintenance,401218
402744,Quality Control Inspector,Inspection and Testing,402587
402745,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402746,Melter,SMP2 EAF / LF,402518
402747,Finishing Technician,Workshop,400749
402749,Casting Operator,SMP1 CCM (Continues Casting Machine),402429
402750,Shift SMP Maint. Supervisor,SMP 1 and 1&2 Maintenance,401283
402751,Shift SMP Maint. Supervisor,SMP 1 and 1&2 Maintenance,401626
402752,Brick Layer,SMP2 Refractory,401783
402753,Technician - Day Shift Mech. Maint.,HSM Maintenance - Mechanical Maintenance,400727
402754,IT Manager,Information Technology,400487
402755,Head Of Health & Safety,Health & Safety,700492
402756,Technician - Day Shift Mech. Maint.,HSM Maintenance - Mechanical Maintenance,400727
402757,Technician - Day Shift Mech. Maint.,HSM Maintenance - Mechanical Maintenance,0
402758,Shift Senior Electrical Technician,OP / E&AM / DRP 2,401964
402759,Dispatch Planners - Rebars & Wire Rods,Shipping & Logistics,401441
402762,Specialists - Sheet Piles,Sales - Heavy Sections,0
402763,Dispatch Planners - HSM,Shipping & Logistics,401441
402764,Transactional  Buyer - Raw Materials,Materials & Spares/Cons.,402881
402765,Field Operator,EISC - Direct Reduction Plant,401996
402766,Supervisor,Trainees,401990
402767,Operator,Trainees,400150
402768,Media & Communications Manager,Media & Communications,400325
402769,Cold Shear Operator,Rolling Mill (1),400219
402770,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",400219
402771,Health & Safety Inspector Trainee,Health & Safety,402755
402772,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (1)",0
402773,Crane Operator,SMP2 CCM,401450
402774,Roll & Stand Fitter,EISC-Rolling Mills,402564
402775,Field Operator,Direct Reduction Plant 1,401013
402776,Roller Operator,EISC-Rolling Mills,402564
402777,CCM Pulpit Operator,SMP2 CCM,401450
402778,Asst. HVAC Technician,OP / E&AM / CES & Workshop,401250
402780,Finishing Technician,Workshop,400749
402781,Asst Cold Saw Operator,Rolling Processes,400178
402782,Machinist,"Inspection and Testing RM1,2 & 3",402484
402783,Roller Operator,"RM1,2,3 & 5 / Rolling Mill (1)",401566
402787,Finishing Assistant,EISC-Rolling Mills,402564
402790,Document Controller,HSM Maintenance - Planning,401499
402791,MSS Electrical Engineer,OP / E&AM / Main Sub Station,400807
402792,Mechanical Expert,Continuous Improvement,402158
402793,Crane Operator II (Finished),Rolling Mills - Material Handling,400660
402794,CCM Pulpit Operator,SMP2 CCM,401450
402795,Conveyor Operator,DRP1&2 Material Handling,0
402796,Main Pulpit Operator,Rolling Mills (2),402577
402797,Condition Monitoring Technician,Condition Monitoring,400380
402798,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (2)",402577
402799,Roller Operator,Rolling Mills (3),402564
402800,Field Operator,Direct Reduction Plant 1,401272
402801,Roller Operator,EISC-Rolling Mills,402564
402802,Roller Operator,EISC-Rolling Mills,402564
402803,Shift Brick Layer,Refractory & Material Handling,600360
402804,SMP Material Handling Operator,"SMP Conveyor, Scrap & Slagplant",401410
402807,Roll & Stand Fitter,EISC-Rolling Mills,600380
402808,Day Shift Supervisor Group-2 Oper,Utility Operation 2,400450
402809,Hopper Operator,DRP & Jetty,401628
402810,Shift Technician E&AM,HSM Maintenance - Electrical &Automation,400536
402811,SMP Material Handling Operator,"SMP Conveyor, Scrap & Slagplant",401410
402812,Account Manager–Sales Rebar’s&Wire Rods,Sales - Rebars and Wire Rod,401661
402813,Bundling Operator,"RM1,2,3 & 5 / Rolling Mill (1)",400248
402814,Roller Operator,"RM1,2,3 & 5 / Rolling Mill (3)",400586
402815,Field Operator,Direct Reduction Plant 1,400935
402816,Field Operator,Direct Reduction Plant 1,401291
402817,Mechanical Test House Technician,"Inspection and Testing RM1,2 & 3",402484
402818,Loss Prevention Safety Assistant,Health & Safety,402755
402819,Material Catalouger,Logistics (Warehouse),401460
402820,Shift Operator SMP 1 / DRP 1 / WTP,Utility Operation 1,401493
402821,Mechanical Design Engineer,Engineering Design,400957
402822,Material Cataloguer,Warehouse,401460
402823,Maintenance Technician,Utility Maint.1 & 2,402707
402825,Melter,EAF/LF - CCM,600094
402826,Melter,EAF/LF - CCM,600094
402828,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (3)",400911
402829,Mill Assistant,Rolling Mill (1),400320
402830,DRP Laboratory Assistant,Chemical Laboratory,400148
402831,Shift DRP Maint. Technician,DRP 2 Maintenance,401218
402833,Sampler,"Inspection and Testing RM1,2 & 3",402484
402835,SMP Material Handling Operator,"SMP Conveyor, Scrap & Slagplant",401410
402836,Furnance Operator,HSM Operation - Production,402121
402837,Machinist,"Inspection and Testing RM1,2 & 3",402484
402838,SMP Material Handling Operator,"SMP Conveyor, Scrap & Slagplant",402433
402839,Field Operator,Direct Reduction Plant  2,400932
402841,Stand & Guide Stand Fitter,HSM Roll Shop,402070
402842,Casting Operator,EAF/LF - CCM,600094
402843,Welder Fabricator,Rolling Mills - Roll Shop,400150
402844,Mill Assistant,"RM1,2,3 & 5 / Rolling Mill (2)",400667
402845,Shift DRP Maint. Technician,DRP 2 Maintenance,401218
402846,Construction Manager,P&S / Project / Construction,400448
402847,Senior Melter,EAF/LF - CCM,402564
402848,CNC Operator,HSM Roll Shop,402070
402849,Finishing Assistant,Rolling Mills (2),400213
402851,Information Security Officer,Risk and Business Continuity Management,402980
402852,Recruitment Coordinator,"Emiratization,Manpower Plan.& Talent Acq",400504
402853,Field Operator,Direct Reduction Plant 1,400893
402855,Shift Controller (Semi Finished),EISC-Rolling Mills,400239
402856,Shift Brick Layer,SMP1 Refractory,0
